,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
1416,111500905,,7000,7000,7000,36 months,10.42,227.26,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,17.56,0,Apr-98,1,64.0,,31,0,6246,15.4,47,w,10.6284,48 months
1417,111417773,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,major_purchase,Major purchase,891xx,NV,50.5,0,Nov-05,1,,,18,0,11759,24.0,34,w,12.872399999999999,48 months
1418,111938574,,6000,6000,6000,36 months,18.06,217.1,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,0.74,0,Sep-98,0,36.0,,30,0,1962,81.8,44,w,18.4212,48 months
1419,112106834,,9000,9000,9000,36 months,5.32,271.04,A,A1,Jun-17,Current,n,,other,Other,274xx,NC,20.81,0,Jan-82,1,67.0,,19,0,14267,21.6,40,w,5.4264,48 months
1423,111757343,,22400,22400,22400,36 months,9.93,722.05,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,080xx,NJ,12.66,2,Jan-06,1,17.0,,13,0,940,3.1,25,w,10.1286,48 months
1424,111886573,,2000,2000,2000,36 months,9.93,64.47,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,365xx,AL,19.62,0,Jun-07,0,,,6,0,8332,35.2,8,w,10.1286,48 months
1429,112084804,,7000,7000,7000,36 months,15.05,242.83,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,13.72,0,Mar-13,0,38.0,,6,0,4154,44.7,7,w,15.351,48 months
1430,111571763,,16000,16000,16000,36 months,10.42,519.44,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,111xx,NY,12.09,1,Aug-05,2,21.0,66.0,9,1,6839,47.0,20,w,10.6284,48 months
1431,111946557,,32000,32000,32000,36 months,7.07,989.1,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,900xx,CA,21.66,0,Oct-91,2,,,16,0,2740,7.9,27,w,7.2114,48 months
1432,111836001,,28000,28000,28000,36 months,7.21,867.25,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,065xx,CT,19.83,0,Sep-09,1,,,10,0,27761,55.0,17,w,7.3542,48 months
1433,112147215,,8000,8000,8000,36 months,19.03,293.37,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,800xx,CO,8.34,1,Jul-05,0,18.0,,7,0,8393,77.7,9,w,19.410600000000002,48 months
1434,111818965,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,461xx,IN,21.12,0,Apr-01,0,80.0,,15,0,11067,90.0,44,w,10.6284,48 months
1436,112031180,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,719xx,AR,25.75,0,Jul-10,1,,,6,0,2471,88.3,11,w,15.351,48 months
1437,111480276,,9600,9600,9600,36 months,10.42,311.67,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,20.11,0,Aug-93,1,,,7,0,30887,88.0,31,w,10.6284,48 months
1438,112061988,,40000,40000,40000,36 months,9.93,1289.38,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,021xx,MA,26.6,0,Nov-99,0,,,30,0,55833,81.5,63,w,10.1286,48 months
1439,112036310,,2000,2000,2000,36 months,16.02,70.34,C,C5,Jun-17,Current,n,,other,Other,545xx,WI,8.22,0,Nov-04,0,,,5,0,7724,90.9,19,w,16.3404,48 months
1442,112132431,,14000,14000,14000,36 months,7.07,432.73,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,038xx,NH,25.71,0,Nov-97,0,38.0,,14,0,5256,13.4,23,w,7.2114,48 months
1443,111837511,,3000,3000,3000,36 months,19.03,110.02,D,D3,Jun-17,Late (31-120 days),n,,vacation,Vacation,882xx,NM,10.38,0,Sep-02,0,,91.0,9,1,7533,67.9,15,f,19.410600000000002,48 months
1444,110836282,,2800,2800,2800,36 months,7.97,87.71,A,A5,Jun-17,Current,n,,house,Home buying,606xx,IL,11.78,0,Nov-99,2,,,9,0,5482,28.7,24,w,8.1294,48 months
1445,110489501,,5500,5500,5500,36 months,5.32,165.64,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,678xx,KS,23.82,0,Apr-06,0,,,13,0,6814,16.2,28,w,5.4264,48 months
1446,112131666,,11000,11000,11000,36 months,10.42,357.12,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,925xx,CA,26.24,1,Jul-01,0,10.0,,10,0,6155,14.2,18,w,10.6284,48 months
1447,112054597,,20000,20000,20000,36 months,15.05,693.8,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,25.53,1,Mar-81,1,13.0,,15,0,17212,48.9,29,w,15.351,48 months
1448,112095820,,6000,6000,6000,36 months,10.42,194.79,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,208xx,MD,5.52,1,Oct-85,0,10.0,,10,0,4754,25.4,31,w,10.6284,48 months
1449,112041804,,16000,16000,16000,36 months,10.91,523.14,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,18.36,0,Jun-05,0,53.0,94.0,15,1,11816,63.5,23,w,11.1282,48 months
1450,112051246,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,983xx,WA,5.56,0,Sep-05,0,58.0,,4,0,10827,52.8,17,w,10.1286,48 months
1452,112057806,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,other,Other,981xx,WA,11.92,1,Oct-07,0,18.0,,11,0,4814,62.5,20,w,14.3616,48 months
1453,111461939,,4000,4000,4000,36 months,9.93,128.94,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,277xx,NC,12.02,1,Aug-08,0,22.0,,9,0,1685,29.1,15,w,10.1286,48 months
1454,112064764,,5500,5500,5500,36 months,12.62,184.32,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,17.85,0,Aug-98,1,33.0,,23,0,13673,45.1,57,w,12.872399999999999,48 months
1455,111798250,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,631xx,MO,16.99,0,Mar-07,1,64.0,,12,0,7252,20.7,18,w,8.1294,48 months
1456,110447811,,30000,30000,30000,36 months,15.05,1040.7,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,20.12,0,Jul-93,0,52.0,,4,0,23933,73.6,14,w,15.351,48 months
1457,111936373,,11200,11200,11200,36 months,17.09,399.82,D,D1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,4.32,0,May-14,1,,,5,0,1582,26.8,7,w,17.4318,48 months
1458,111797134,,5675,5675,5675,36 months,11.99,188.47,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,681xx,NE,14.71,0,Aug-06,0,,19.0,6,1,7235,43.6,8,w,12.229800000000001,48 months
1459,111702183,,20000,20000,20000,36 months,10.42,649.3,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,596xx,MT,34.16,0,Jul-06,0,,,9,0,11299,48.9,21,w,10.6284,48 months
1460,111986546,,5000,5000,5000,36 months,7.07,154.55,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,787xx,TX,15.11,0,Jul-09,0,,,12,0,5855,21.6,20,w,7.2114,48 months
1462,111979023,,15000,15000,15000,36 months,9.93,483.52,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,926xx,CA,8.66,0,Jan-97,0,65.0,,8,0,45701,87.2,21,w,10.1286,48 months
1463,112049678,,5825,5825,5825,36 months,9.93,187.77,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,928xx,CA,17.65,0,Feb-02,0,26.0,,16,0,16766,49.3,25,w,10.1286,48 months
1465,110846413,,7350,7350,7350,36 months,16.02,258.48,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,368xx,AL,7.64,0,Sep-95,0,,39.0,1,1,5718,76.2,4,w,16.3404,48 months
1468,111811039,,12000,12000,12000,36 months,10.42,389.58,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,917xx,CA,14.46,0,Oct-08,0,,,12,0,9548,20.4,25,w,10.6284,48 months
1470,111999194,,6700,6700,6700,36 months,14.08,229.26,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,463xx,IN,23.29,0,Feb-01,0,,,9,0,20058,96.9,21,w,14.3616,48 months
1471,112050043,,17000,17000,17000,36 months,11.99,564.57,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,782xx,TX,27.95,0,Jul-07,0,71.0,,11,0,12699,56.9,34,w,12.229800000000001,48 months
1472,111736490,,8000,8000,8000,36 months,7.07,247.28,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,898xx,NV,15.8,0,May-01,0,32.0,,5,0,10436,39.2,20,w,7.2114,48 months
1473,111936552,,6000,6000,6000,36 months,10.91,196.18,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,12.22,1,Jan-09,1,4.0,,13,0,4338,15.5,16,w,11.1282,48 months
1475,111756739,,7000,7000,7000,36 months,15.05,242.83,C,C4,Jun-17,Current,n,,other,Other,346xx,FL,20.12,0,Dec-06,0,,,7,0,2521,14.8,11,w,15.351,48 months
1476,112134297,,4000,4000,4000,36 months,7.21,123.9,A,A3,Jun-17,Current,n,,home_improvement,Home improvement,331xx,FL,16.02,0,Apr-12,1,,,7,0,3400,12.5,11,w,7.3542,48 months
1478,111976556,,9000,9000,9000,36 months,7.21,278.76,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,9.33,2,Oct-93,2,14.0,,10,0,11537,15.1,21,w,7.3542,48 months
1483,112033428,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,060xx,CT,60.96,0,Sep-05,1,,,12,0,6158,25.8,25,w,8.1294,48 months
1485,112043581,,10000,10000,10000,36 months,14.08,342.17,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,086xx,NJ,6.27,0,Aug-05,2,32.0,,22,0,8182,31.3,52,w,14.3616,48 months
1486,112009017,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,902xx,CA,11.11,0,Apr-97,1,,85.0,11,1,10581,30.4,21,w,10.1286,48 months
1488,111926436,,5000,5000,5000,36 months,12.62,167.56,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,562xx,MN,5.79,0,Oct-98,2,58.0,104.0,5,1,3314,38.0,13,w,12.872399999999999,48 months
1489,111798554,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,328xx,FL,22.99,0,Aug-05,0,,,12,0,10217,44.0,23,w,12.229800000000001,48 months
1490,111592063,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,841xx,UT,6.45,1,Aug-06,0,23.0,97.0,3,1,9710,65.6,10,w,12.872399999999999,48 months
1491,111977814,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,921xx,CA,22.38,2,Mar-02,0,20.0,,11,0,22491,58.1,14,w,12.872399999999999,48 months
1492,110393946,,9600,9600,9600,36 months,16.02,337.61,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,119xx,NY,14.71,0,Sep-81,1,,,4,0,7472,91.1,6,w,16.3404,48 months
1493,112118257,,11000,11000,11000,36 months,16.02,386.84,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,114xx,NY,17.46,0,May-13,0,,,8,0,12403,61.4,9,w,16.3404,48 months
1496,112134221,,3300,3300,3300,36 months,5.32,99.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,946xx,CA,24.9,0,Oct-94,0,,,10,0,12381,27.9,25,w,5.4264,48 months
1498,111926382,,12000,12000,12000,36 months,7.35,372.45,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,985xx,WA,10.69,0,Dec-99,0,,,6,0,9590,71.6,10,w,7.497,48 months
1499,112131703,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,953xx,CA,9.0,0,May-03,1,26.0,81.0,14,1,1505,11.1,29,w,7.3542,48 months
1500,112309115,,12000,12000,12000,36 months,15.05,416.28,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,30.34,0,Jun-13,0,,,15,0,16161,28.6,20,w,15.351,48 months
1502,112035873,,32000,32000,32000,36 months,13.59,1087.33,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,15.24,1,Sep-87,0,9.0,,8,0,27541,90.0,25,w,13.8618,48 months
1504,111671922,,13000,13000,13000,36 months,7.07,401.82,A,A2,Jun-17,Current,n,,major_purchase,Major purchase,917xx,CA,14.39,0,Aug-02,0,24.0,,11,0,5380,12.8,20,w,7.2114,48 months
1505,112131525,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,313xx,GA,24.06,0,Dec-98,0,26.0,,40,0,78828,25.9,65,w,7.3542,48 months
1506,111866798,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,027xx,MA,6.93,0,Apr-04,0,,,4,0,7713,58.4,12,w,10.6284,48 months
1507,111847197,,10000,10000,10000,36 months,13.59,339.79,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,952xx,CA,12.33,0,Dec-93,2,41.0,,33,0,14467,31.2,49,w,13.8618,48 months
1508,111090901,,23000,23000,23000,36 months,19.03,843.44,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,633xx,MO,30.75,0,Jan-04,3,,,25,0,45771,49.5,42,f,19.410600000000002,48 months
1510,111788706,,8300,8300,8300,36 months,9.44,265.65,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,17.72,0,Sep-06,0,,,5,0,8290,64.8,14,w,9.6288,48 months
1512,112134349,,40000,40000,40000,36 months,15.05,1387.6,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,17.4,0,Oct-03,0,,,7,0,21678,92.2,19,w,15.351,48 months
1513,112041574,,2500,2500,2500,36 months,12.62,83.78,C,C1,Jun-17,Current,n,,home_improvement,Home improvement,293xx,SC,19.09,0,Mar-12,0,,,8,0,14653,74.8,11,w,12.872399999999999,48 months
1514,111630406,,1200,1200,1200,36 months,10.91,39.24,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,366xx,AL,21.56,0,Apr-14,3,,,14,0,772,3.2,18,w,11.1282,48 months
1517,112009061,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,553xx,MN,18.75,0,Aug-00,0,,75.0,15,1,8297,67.5,31,w,10.1286,48 months
1518,111848436,,14400,14400,14400,36 months,16.02,506.41,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,26.4,0,Oct-98,1,,,42,0,23054,57.2,51,w,16.3404,48 months
1520,111809340,,16000,16000,16000,36 months,10.42,519.44,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,770xx,TX,15.81,0,Sep-81,0,47.0,,7,0,14888,89.1,46,w,10.6284,48 months
1522,111908141,,4200,4200,4200,36 months,14.08,143.71,C,C3,Jun-17,Current,n,,car,Car financing,934xx,CA,19.69,3,Dec-03,0,5.0,,11,0,6786,38.3,30,w,14.3616,48 months
1523,112133453,,3025,3025,3025,36 months,9.93,97.51,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,303xx,GA,24.44,0,Feb-07,0,93.0,,11,0,3576,52.6,14,w,10.1286,48 months
1525,111827723,,33575,33575,33575,36 months,21.45,1272.72,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,917xx,CA,21.17,0,Jul-99,0,,,6,0,41460,61.9,11,w,21.878999999999998,48 months
1526,112025746,,14000,14000,14000,36 months,21.45,530.7,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,233xx,VA,25.84,1,May-01,1,20.0,,11,0,4190,22.3,29,w,21.878999999999998,48 months
1528,112059606,,6400,6400,6400,36 months,10.91,209.26,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,029xx,RI,19.18,0,Sep-09,0,,,10,0,7972,83.0,14,w,11.1282,48 months
1529,112131653,,16000,16000,16000,36 months,17.09,571.17,D,D1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,752xx,TX,31.32,0,Oct-96,0,,,18,0,47144,74.8,31,w,17.4318,48 months
1530,110775341,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,840xx,UT,20.6,0,Nov-73,0,,,18,0,5293,9.1,44,w,5.4264,48 months
1531,111999193,,5600,5600,5600,36 months,9.93,180.52,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,890xx,NV,11.96,0,Apr-07,2,,,17,0,4291,12.2,26,w,10.1286,48 months
1532,109652944,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,813xx,CO,12.56,0,Sep-06,1,62.0,,8,0,8238,59.7,21,w,9.6288,48 months
1534,111735507,,2050,2050,2050,36 months,10.42,66.56,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,324xx,FL,17.26,0,Mar-02,1,,80.0,9,1,2037,8.1,13,w,10.6284,48 months
1535,111186417,,7000,7000,7000,36 months,9.93,225.65,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,309xx,GA,16.36,0,Nov-05,1,,74.0,9,1,5449,33.3,17,w,10.1286,48 months
1536,112031461,,6000,6000,6000,36 months,9.93,193.41,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,194xx,PA,16.37,1,Jul-01,0,21.0,75.0,10,1,3935,36.1,17,w,10.1286,48 months
1537,112134444,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,328xx,FL,26.31,0,Aug-00,0,26.0,,14,0,13228,41.7,30,w,8.1294,48 months
1542,111601879,,3050,3050,3050,36 months,23.88,119.47,E,E2,Jun-17,Charged Off,n,,debt_consolidation,Debt consolidation,377xx,TN,19.48,1,Nov-04,4,,71.0,11,1,3508,30.0,36,w,24.357599999999998,48 months
1543,112134318,,8500,8500,8500,36 months,7.35,263.82,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,146xx,NY,22.54,0,Sep-04,0,,,12,0,8462,79.1,26,w,7.497,48 months
1545,111648612,,3600,3600,3600,36 months,19.03,132.02,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,457xx,OH,23.11,0,Feb-07,1,,42.0,12,1,2253,24.0,31,w,19.410600000000002,48 months
1546,111733614,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,280xx,NC,17.7,0,Aug-04,0,27.0,,10,0,13588,76.3,41,w,13.8618,48 months
1548,112021434,,7500,7500,7500,36 months,10.42,243.49,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,760xx,TX,25.07,0,May-05,1,,40.0,18,1,6942,51.0,55,w,10.6284,48 months
1549,112119812,,3500,3500,3500,36 months,11.99,116.24,B,B5,Jun-17,Current,n,,other,Other,479xx,IN,20.09,0,Nov-81,2,52.0,,14,0,4024,7.1,42,w,12.229800000000001,48 months
1551,112119298,,17225,17225,17225,36 months,11.99,572.04,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,193xx,PA,6.88,0,Jun-83,0,42.0,,12,0,13553,47.2,46,w,12.229800000000001,48 months
1552,111977475,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,930xx,CA,17.14,0,May-14,0,,,9,0,5099,16.7,12,w,16.3404,48 months
1553,111697797,,19800,19800,19800,36 months,7.07,612.01,A,A2,Jun-17,Current,n,,vacation,Vacation,321xx,FL,14.63,0,Apr-90,0,,,10,0,10119,22.7,22,w,7.2114,48 months
1555,111683764,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,152xx,PA,23.68,0,Mar-81,2,32.0,62.0,20,1,18774,70.0,38,w,10.6284,48 months
1558,111886712,,20000,20000,20000,36 months,14.08,684.33,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,11.31,0,Aug-93,2,,53.0,7,1,7784,69.0,40,w,14.3616,48 months
1559,111571226,,16000,16000,16000,36 months,21.45,606.51,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,358xx,AL,18.04,0,Jun-08,0,,,6,0,3554,91.1,10,f,21.878999999999998,48 months
1560,110986938,,1500,1500,1500,36 months,7.07,46.37,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,379xx,TN,3.43,0,Sep-94,0,,,6,0,3188,12.8,17,w,7.2114,48 months
1561,112051454,,4800,4800,4800,36 months,9.44,153.63,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,481xx,MI,16.33,1,May-97,0,21.0,,8,0,6279,48.7,10,w,9.6288,48 months
1562,111996508,,35000,35000,35000,36 months,9.93,1128.21,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,117xx,NY,13.35,0,Sep-93,0,,,8,0,26538,88.2,13,w,10.1286,48 months
1564,111761119,,21000,21000,21000,36 months,16.02,738.51,C,C5,Jun-17,Current,n,,moving,Moving and relocation,300xx,GA,18.63,0,Jul-06,0,40.0,,12,0,7357,98.1,80,w,16.3404,48 months
1565,111705919,,7625,7625,7625,36 months,30.75,326.84,F,F5,Jun-17,Current,n,,other,Other,066xx,CT,19.56,0,May-98,0,50.0,,13,0,13466,44.6,22,f,31.365,48 months
1566,111916073,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,5.47,3,Oct-02,0,14.0,,13,0,7351,94.2,27,w,12.229800000000001,48 months
1568,110666897,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,226xx,VA,23.31,0,Mar-93,0,,,27,0,14667,14.0,63,w,5.4264,48 months
1569,110628316,,20000,20000,20000,36 months,15.05,693.8,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,13.56,0,Nov-96,0,,,17,0,46686,58.4,29,w,15.351,48 months
1571,112051196,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,12.99,0,Apr-10,0,47.0,63.0,8,1,1934,33.3,11,w,10.6284,48 months
1572,111836442,,24000,24000,24000,36 months,5.32,722.76,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,302xx,GA,26.97,0,Apr-87,0,,,12,0,101138,81.0,31,w,5.4264,48 months
1573,111976247,,20000,20000,20000,36 months,7.35,620.75,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,10.6,0,Jul-94,0,,,40,0,18904,16.2,52,w,7.497,48 months
1575,111651609,,14000,14000,14000,36 months,10.91,457.75,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,078xx,NJ,3.4,0,Feb-06,0,42.0,,4,0,3042,38.0,5,w,11.1282,48 months
1578,112147187,,20000,20000,20000,36 months,13.59,679.58,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,463xx,IN,13.69,1,Aug-95,3,5.0,111.0,15,1,26342,38.9,30,w,13.8618,48 months
1579,112134260,,11000,11000,11000,36 months,9.44,352.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,17.76,0,Jul-06,0,,,12,0,8132,17.2,20,w,9.6288,48 months
1582,110734211,,8000,8000,8000,36 months,9.93,257.88,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,972xx,OR,8.34,0,Mar-03,1,41.0,,11,0,7649,46.9,19,w,10.1286,48 months
1583,111590684,,15000,15000,15000,36 months,12.62,502.67,C,C1,Jun-17,Current,n,,medical,Medical expenses,940xx,CA,36.0,0,Nov-89,0,,,4,0,3612,39.3,5,w,12.872399999999999,48 months
1586,111898928,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,895xx,NV,8.19,0,Aug-00,0,66.0,,5,0,2577,75.8,20,w,10.6284,48 months
1587,111976479,,1000,1000,1000,36 months,20.0,37.17,D,D4,Jun-17,Charged Off,n,,vacation,Vacation,152xx,PA,17.47,0,Jun-06,1,32.0,,9,0,3114,30.2,38,w,20.4,48 months
1588,112050681,,9700,9700,9700,36 months,12.62,325.06,C,C1,Jun-17,Current,n,,other,Other,492xx,MI,1.49,0,Feb-08,0,,,6,0,19,0.0,9,w,12.872399999999999,48 months
1589,111429447,,36000,36000,36000,36 months,9.44,1152.18,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,14.81,0,May-91,1,50.0,,16,0,48255,33.6,29,w,9.6288,48 months
1590,112131558,,21600,21600,21600,36 months,21.45,818.79,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,018xx,MA,12.94,0,Mar-06,0,,,6,0,6372,101.1,13,w,21.878999999999998,48 months
1591,110985262,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,925xx,CA,8.97,0,Sep-05,0,,67.0,10,2,11438,60.8,15,w,11.1282,48 months
1593,112259114,,6025,6025,6025,36 months,16.02,211.89,C,C5,Jun-17,Current,n,,home_improvement,Home improvement,019xx,MA,31.25,0,May-03,0,,,22,0,30534,57.4,32,w,16.3404,48 months
1594,111959183,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,323xx,FL,25.19,0,May-09,0,,,6,0,7789,88.5,6,w,12.872399999999999,48 months
1595,112133367,,3000,3000,3000,36 months,9.44,96.02,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,5.56,0,Jul-07,0,,,9,0,7669,52.2,15,w,9.6288,48 months
1596,110621269,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,20.23,1,Dec-94,0,22.0,,9,0,10997,59.4,19,w,8.1294,48 months
1600,110478999,,10000,10000,10000,36 months,15.05,346.9,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,16.4,2,Jun-99,0,10.0,,7,0,3195,34.4,8,w,15.351,48 months
1601,112131723,,4000,4000,4000,36 months,14.08,136.87,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,489xx,MI,15.73,0,May-12,2,,,8,0,5349,84.9,8,w,14.3616,48 months
1602,112036132,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,13.38,0,Aug-12,0,,,6,0,11444,46.5,12,w,12.229800000000001,48 months
